,H9.96h_001,H9.96h_002,H9.96h_003,H9.96h_004,H9.96h_005,H9.96h_006,H9.96h_007,H9.96h_008,H9.96h_009,H9.96h_010,H9.96h_011,H9.96h_012,H9.96h_013,H9.96h_014,H9.96h_015,H9.96h_016,H9.96h_017,H9.96h_018,H9.96h_019,H9.96h_020,H9.96h_021,H9.96h_022,H9.96h_023,H9.96h_024,H9.96h_025,H9.96h_026,H9.96h_027,H9.96h_028,H9.96h_029,H9.96h_030,H9.96h_031,H9.96h_032,H9.96h_033,H9.96h_034,H9.96h_035,H9.96h_036,H9.96h_037,H9.96h_038,H9.96h_039,H9.96h_040,H9.96h_041,H9.96h_042,H9.96h_043,H9.96h_044,H9.96h_045,H9.96h_046,H9.96h_047,H9.96h_048,H9.96h_049,H9.96h_050,H9.96h_051,H9.96h_052,H9.96h_053,H9.96h_054,H9.96h_055,H9.96h_056,H9.96h_057,H9.96h_058,H9.96h_059,H9.96h_060,H9.96h_061,H9.96h_062,H9.96h_063,H9.96h_064,H9.96h_065,H9.96h_066,H9.96h_067,H9.96h_068,H9.96h_069,H9.96h_070,H9.96h_071,H9.96h_072,H9.96h_073,H9.96h_074,H9.96h_075,H9.96h_077,H9.96h_078,H9.96h_079,H9.96h_080,H9.96h_081,H9.96h_082,H9.96h_083,H9.96h_084,H9.96h_085,H9.96h_086,H9.96h_087,H9.96h_088,H9.96h_089,H9.96h_090,H9.96h_091,H9.96h_092,H9.96h_093,H9.96h_094,H9.96h_095,H9.96h_096,H9.96h_097,H9.96h_098,H9.96h_099,H9.96h_100,H9.96h_101,H9.96h_102,H9.96h_103,H9.96h_104,H9.96h_105,H9.96h_106,H9.96h_107,H9.96h_108,H9.96h_109,H9.96h_110,H9.96h_111,H9.96h_112,H9.96h_113,H9.96h_114,H9.96h_115,H9.96h_116,H9.96h_117,H9.96h_118,H9.96h_119,H9.96h_120,H9.96h_121,H9.96h_122,H9.96h_123,H9.96h_124,H9.96h_125,H9.96h_126,H9.96h_127,H9.96h_128,H9.96h_129,H9.96h_130,H9.96h_131,H9.96h_132,H9.96h_133,H9.96h_134,H9.96h_135,H9.96h_136,H9.96h_137,H9.96h_138,H9.96h_139,H9.96h_140,H9.96h_141,H9.96h_142,H9.96h_143,H9.96h_144,H9.96h_145,H9.96h_146,H9.96h_147,H9.96h_148,H9.96h_149,H9.96h_150,H9.96h_151,H9.96h_152,H9.96h_153,H9.96h_154,H9.96h_155,H9.96h_156,H9.96h_157,H9.96h_158,H9.96h_159,H9.96h_160,H9.96h_161,H9.96h_162,H9.96h_163,H9.96h_164,H9.96h_165,H9.96h_166,H9.96h_167,H9.96h_168,H9.96h_169,H9.96h_170,H9.96h_171,H9.96h_173,H9.96h_174,H9.96h_175,H9.96h_176,H9.96h_177,H9.96h_178,H9.96h_179,H9.96h_180,H9.96h_182,H9.96h_183,H9.96h_184,H9.96h_185,H9.96h_186,H9.96h_187,H9.96h_188,H9.96h_189,H9.96h_190,H9.96h_192
epb41l1,43.0,0.0,23.0,27.0,0.0,46.0,0.0,81.0,0.0,1.0,45.0,0.0,12.0,0.0,0.0,25.0,5.0,5.0,0.0,62.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,27.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,127.0,0.0,140.0,69.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,21.0,0.0,0.0,0.0,57.0,4.0,31.0,0.0,1.0,0.0,5.0,1.0,0.0,38.0,37.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.13,0.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,6.0,4.0,0.0,15.0,21.0,0.0,1.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,22.0,17.0,7.0,0.0,0.0,1.0,145.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,153.01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
epb41l2,110.01,2.0,188.0,50.0,2.0,62.0,0.0,44.0,32.0,36.03,285.0,24.0,17.0,2.0,1.0,586.03,82.78,499.0,0.0,149.35,370.81,3.0,186.0,2.0,9.0,0.0,11.0,10.0,1.0,5.0,127.0,44.0,10.0,94.0,204.0,131.72,296.0,174.0,20.0,212.03,37.0,34.0,0.0,704.99,128.0,295.0,239.0,0.0,95.0,243.0,0.0,18.0,253.0,351.96,242.11,1.0,30.0,515.0,39.0,0.0,0.0,88.0,389.02,0.0,7.0,798.81,55.0,79.03,1.0,528.13,445.0,1.0,513.0,3.0,53.8,781.12,19.0,0.0,184.0,208.0,22.0,152.39,293.0,36.0,72.0,111.0,223.06,31.0,54.0,31.0,155.01,119.0,32.0,19.0,141.0,210.0,61.0,23.94,58.0,63.0,28.0,34.0,65.0,1.0,35.0,62.0,119.99,136.0,0.0,69.0,105.0,328.0,37.0,2.0,213.98,12.0,5.0,2.0,50.0,157.0,131.0,55.0,47.0,106.0,1.0,131.0,43.0,51.0,65.0,38.0,24.0,357.0,202.0,42.0,3.0,72.0,4.0,131.0,363.96,0.0,230.0,111.0,33.0,83.11,274.0,72.0,101.0,38.0,32.0,22.0,2.0,21.0,23.0,100.0,37.0,55.0,19.0,0.0,0.0,17.0,279.0,456.0,224.0,2.0,0.0,163.0,12.0,207.0,147.0,56.0,0.0,38.0,19.0,0.0,0.0,15.0,28.0,22.0,8.0,119.99,315.0,26.0,11.0,181.0,288.07,46.0,11.0,0.0
epb41l3,0.0,56.0,193.0,0.0,0.0,54.0,3.0,10.0,107.87,416.55,207.0,1.0,64.0,631.0,205.0,7.0,0.0,132.0,21.02,92.95,920.0,164.0,821.0,535.87,53.17,139.0,236.0,2.0,372.04,283.0,284.99,82.08,39.0,538.0,642.57,9.0,2.0,0.0,58.0,5.0,78.0,517.0,5.0,297.01,182.01,404.0,188.0,806.96,178.99,0.0,0.0,51.0,3.0,2.0,0.0,97.46,0.0,195.0,1.0,0.0,0.0,283.95,132.0,157.99,15.0,1.0,4.0,72.0,138.09,381.0,113.04,0.0,439.4,1.0,375.7,3.0,293.0,9.0,2.0,4.0,39.0,112.0,150.0,5.0,29.99,1.0,5.0,134.03,14.0,112.21,35.0,0.0,101.0,11.0,8.0,211.09,7.0,27.0,47.0,55.0,252.05,147.0,36.0,84.0,55.0,23.0,0.0,0.0,38.0,284.0,230.0,74.0,7.0,17.0,0.0,257.0,60.0,0.0,7.0,1.0,75.0,90.0,1.0,378.0,227.11,22.0,87.0,4.0,6.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,0.0,27.0,0.0,130.0,6.0,1.0,0.0,96.0,62.0,125.0,8.0,1.0,15.0,0.0,61.0,0.0,0.0,67.0,2.0,246.0,0.0,1.0,12.0,742.0,127.0,0.0,0.0,88.47,0.0,0.0,5.0,3.0,179.93,98.0,228.0,0.0,3.0,0.0,0.0,0.0,8.0,237.0,0.0,241.03,0.0,54.0,0.0,1.0,220.56,0.0,41.0,184.0
epb41l4a,40.92,1.35,75.92,14.54,1.14,0.0,0.0,0.0,115.47,0.0,5.95,0.0,212.54,61.49,0.0,64.75,7.89,0.97,0.0,0.0,0.0,9.01,1.99,2.55,0.0,1.59,0.75,0.0,0.95,229.42,0.0,1.0,0.0,0.0,58.06,0.0,1.2,2.74,0.0,0.0,104.39,2.67,1.03,5.48,131.67,217.66,36.04,1.15,4.22,1.01,12.71,0.0,0.0,71.78,6.26,2.0,2.95,2.91,3.02,2.02,0.0,0.0,1.01,0.0,34.08,0.0,0.0,0.0,1.97,278.58,0.0,1.43,0.0,0.25,1.57,0.0,1.54,1.04,0.93,0.0,4.24,20.95,159.54,0.0,0.0,5.45,202.7,126.8,23.02,118.08,0.0,2.09,34.97,6.5,1.48,22.99,291.77,29.56,2.04,3.78,0.0,120.43,2.89,263.29,143.98,29.32,9.38,129.91,2.35,5.68,6.42,0.0,0.45,1.02,14.31,100.54,29.28,24.32,2.06,8.18,1.89,64.21,1.69,50.94,3.11,9.5,21.2,0.0,12.78,728.22,0.0,506.15,544.67,0.23,293.25,0.8,0.82,1.15,159.97,3.25,0.95,0.0,5.08,185.38,1.62,3.03,25.08,0.0,0.51,2.17,0.58,0.96,0.0,166.03,0.0,160.01,218.61,0.0,3.55,0.84,0.0,0.82,0.0,3.61,10.12,0.0,275.97,0.0,125.96,354.55,0.53,541.74,295.5,164.5,1.82,34.83,456.63,6.84,0.0,389.91,427.62,279.11,82.09,24.88,0.0,0.0,2.08,1.56
epb41l4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,38.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
epb41l5,90.0,1.0,29.44,13.0,1.0,671.0,6.0,11.0,0.0,0.0,474.85,0.0,300.0,94.96,1.0,0.0,9.0,25.0,171.0,5.0,1.0,0.0,92.35,28.0,389.0,2.0,99.0,358.0,29.0,485.0,220.0,162.0,1.0,189.88,1.0,348.0,1.0,38.0,24.0,33.0,31.0,82.0,50.0,0.0,66.0,188.0,69.0,248.98,2.0,0.0,25.0,1.0,1.0,0.0,87.0,0.0,5.0,1.0,133.0,67.99,6.0,6.0,253.0,0.0,1.0,482.92,424.91,50.0,0.0,1.0,1.0,279.0,66.0,0.0,389.55,1.0,119.0,304.0,4.0,115.0,1.0,1.0,103.0,3.0,0.0,0.0,0.0,13.0,0.0,21.0,12.22,3.0,147.0,6.0,289.0,45.0,269.0,54.1,4.0,7.0,63.32,7.0,260.88,14.0,53.0,128.0,354.0,24.0,0.0,40.0,158.0,34.0,320.0,3.0,96.0,0.0,7.0,10.0,45.0,85.0,156.0,34.0,5.0,144.02,0.0,295.0,1.0,0.0,16.0,20.0,10.0,32.98,101.97,48.99,0.0,167.0,11.0,1.0,68.0,2.0,7.0,15.0,0.0,0.0,0.0,15.0,272.0,0.0,102.0,1.0,74.0,5.0,0.0,2.0,0.0,2.0,76.0,1.0,0.0,137.0,0.0,2.0,0.0,0.0,101.0,98.0,203.0,287.0,1.0,27.0,595.0,0.0,12.0,302.01,0.0,4.0,1.0,7.0,24.0,582.02,413.0,4.0,0.0,176.24,131.0,0.0,0.0,13.0
epb42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epb49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epc1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,104.0,0.0,9.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,4.0,60.06,13.0,107.0,1.0,0.0,332.0,0.0,0.0,6.0,60.0,0.0,0.0,0.0,11.0,2.0,184.59,104.0,28.0,103.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,96.83,0.0,0.0,1.0,0.0,90.0,0.0,0.0,69.0,8.0,69.0,0.0,0.0,0.0,93.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,128.0,3.0,8.0,0.0,0.0,0.0,0.0,14.0,26.73,14.0,0.0,51.0,2.0,0.0,0.0,30.0,23.0,4.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,18.0,7.0,19.0,0.0,103.0,0.0,0.0,0.0,0.0,5.0,62.0,2.0,0.0,15.0,0.0,10.0,0.0,10.0,0.0,7.0,3.0,0.0,0.0,0.0,85.0,0.0,6.0,83.0,1.0,0.0,0.0,4.0,0.0,23.0,0.0,1.0,0.0,0.0,24.81,164.0,10.0,2.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,85.0,0.0,3.28,12.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,12.0,0.0,0.0,27.0,0.0,23.0,0.0
epc2,0.0,84.01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,222.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,51.0,42.01,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,21.0,0.0,149.0,20.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,155.0,1.0,0.0,0.0,0.0,31.0,338.9,0.0,0.0,161.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,29.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,47.0,2.0,0.0,0.0,185.0,77.0,7.0,65.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,5.0,77.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,32.0,13.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epcam,0.0,0.0,0.0,0.0,1.0,169.0,445.0,0.0,40.0,0.0,1.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,232.0,0.0,343.98,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,524.14,0.0,0.0,0.0,0.0,50.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,104.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,45.52,9.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,0.0,268.0,0.0,0.0,90.0,0.0,0.0,0.0,31.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,65.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,7.0,0.0,25.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0
epdr1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.84,0.0,0.0,0.0,0.0,0.0,0.0,108.03,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,98.0,30.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,469.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,1.0,0.0,172.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epg5,35.98,2.25,3.12,0.0,2.0,0.0,6.77,478.41,6.64,117.92,3.68,2.06,7.51,7.42,10.44,20.33,1.59,1.26,0.5,2.05,8.17,0.0,15.76,2.95,2.06,6.45,3.89,43.07,5.82,23.65,3.98,79.65,1.93,189.28,19.01,1.0,1.52,299.37,51.23,4.83,2.79,4.86,25.19,218.91,291.08,23.65,18.35,10.01,3.77,5.22,4.67,7.64,2.03,168.54,4.98,99.01,94.77,3.56,258.71,1.42,61.25,341.75,37.49,218.92,4.81,0.0,1.0,10.01,6.0,1.06,45.53,3.13,282.4,2.49,66.02,1.42,1.94,5.61,326.0,0.0,50.73,14.93,17.27,12.45,98.15,58.28,15.56,118.15,4.05,90.24,44.86,4.86,55.81,46.76,11.18,10.12,29.63,1.93,4.63,5.47,7.6,69.2,2.98,6.46,7.23,21.59,39.71,6.78,44.62,33.06,33.42,9.67,26.18,155.17,24.44,17.35,4.12,1.69,338.67,125.97,95.66,11.82,4.17,35.99,7.32,0.0,3.99,1.39,4.01,56.48,125.85,494.38,4.2,6.71,0.0,6.44,6.21,89.17,12.78,196.95,212.63,113.14,60.22,2.88,4.99,8.86,69.36,7.22,411.84,102.68,10.04,16.65,113.31,1.52,47.18,4.03,69.95,9.05,13.53,4.77,5.27,6.22,23.02,8.33,108.18,226.47,6.36,6.06,7.04,16.86,209.19,4.43,7.35,8.58,3.03,2.98,260.8,1.02,101.75,10.52,74.46,19.31,6.99,16.93,16.89,3.83,10.27,331.43
epgn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epha1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,375.06,27.0,51.0,32.0,7.0,0.0,0.0,0.0,7.0,5.0,1.0,10.0,59.0,0.0,10.0,14.0,12.0,69.0,0.0,54.0,0.0,61.0,0.0,338.0,1.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,101.0,0.0,0.0,111.0,0.0,0.0,0.0,333.0,1.0,1.0,25.0,318.0,1.0,1.0,0.0,23.0,1.0,44.0,0.0,82.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,67.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,34.0,6.0,25.0,1.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,24.0,18.0,44.99,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,13.0,1.0,207.0,2.0,1.0,1.0,0.0,94.0,0.0,21.0,43.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,74.0,3.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,23.0,0.0,0.0,11.0
epha10,0.0,0.1,2.55,0.0,0.0,8.62,0.0,0.0,4.57,1.43,3.39,0.0,1.01,1.87,5.07,4.22,7.81,0.0,6.25,0.0,11.36,0.0,2.52,0.73,0.9,1.17,5.14,2.04,2.59,1.88,1.03,0.0,2.14,3.86,2.41,0.0,7.96,4.46,3.62,4.17,0.0,1.33,0.0,3.89,1.44,8.47,0.71,6.11,0.0,1.51,7.63,3.48,2.95,2.59,1.66,2.66,2.97,3.09,5.58,3.86,0.0,1.22,0.98,2.3,4.97,2.21,3.83,9.79,6.47,0.0,2.21,0.67,2.32,4.47,4.4,3.79,4.68,2.69,5.58,1.8,8.56,7.02,2.18,0.0,5.01,5.56,14.48,7.01,2.02,4.13,9.74,2.45,3.61,2.62,3.72,6.0,4.85,2.58,3.48,9.06,2.37,2.86,6.68,10.63,8.67,5.26,2.33,2.64,5.31,5.09,0.0,12.23,1.2,25.8,3.01,8.41,3.78,1.6,1.32,8.98,5.99,17.49,5.93,0.0,8.13,8.73,3.71,1.02,3.23,12.29,11.17,6.93,6.82,10.01,0.0,2.94,12.1,10.04,5.05,2.7,3.7,6.2,4.68,9.66,4.26,11.16,7.95,7.56,11.7,11.34,6.51,1.53,6.36,1.06,4.11,5.45,6.33,2.7,6.16,10.79,7.04,13.02,8.73,7.38,27.52,7.56,13.53,1.43,0.0,10.47,0.0,8.8,15.7,12.98,13.95,0.0,6.64,9.57,2.43,6.55,7.78,6.35,1.63,9.63,6.27,5.38,10.93,11.19
